Dom	DistDiff
1cy1A02	0.3973
1cy1A03	0.8972
1cy1A04	0.3083
1cy2A01	0.6804
1cy2A02	0.2815
1cy2A03	3.5849
1cy2A04	0.2564
1cy4A01	0.701
1cy4A02	0.2798
1cy4A03	0.9588
1cy4A04	0.4978
1cy5A00	0.4839
1cy6A01	0.4314
1cy6A02	0.2439
1cy6A03	1.4702
1cy6A04	0.3495
1cy7A01	0.6485
1cy7A02	0.1847
1cy7A03	1.142
1cy7A04	3.3074
1cy8A01	0.627
1cy8A02	0.4213
1cy8A03	1.993
1cy8A04	0.3804
1cy9A01	0.1339
1cy9A02	0.4775
1cy9B01	0.1791
1cy9B02	0.5367
1cyeA00	0.4839
1cyfA01	0.3848
1cyfA02	0.5119
1cylA00	0.5759
1cyoA00	0.2217
1cyuA00	5.6231
1cyvA00	5.6597
1cyyA01	3.1292
1cyyA02	2.5747
1cyyB01	0.8108
1cyyB02	1.542
1cz1A00	0.0908
1cz7A00	0.6824
1cz7B00	1.8839
1cz7C00	2.9638
1cz7D00	2.3158
1cz8V00	0.7545
1cz8W00	0.6212
1czaN01	0.6246
1czaN02	0.1646
1czaN03	0.7143
1czaN04	0.4137
1czcA01	0.6704
1czcA02	0.2913
1czeA01	0.6397
1czeA02	0.193
1czhA00	0.441
1czkA00	0.4014
1czlA00	0.2838
1czmA00	0.4709
1cznA00	0.3922
1czoA00	0.391
1czrA00	0.3278
1czsA00	0.4948
1cztA00	0.4932
1czuA00	0.3277
1czvA00	0.177
1czvB00	0.1965
1czyA00	0.4352
1czyB00	0.4438
1czyC00	0.5655
1czzA00	0.4437
1czzB00	0.6387
1czzC00	0.4812
1d00A00	0.5234
1d00B00	0.4846
1d00C00	0.6802
1d00D00	0.4956
1d00E00	0.5187
1d00F00	0.3636
1d00G00	0.4031
1d00H00	0.4163
1d01A00	0.669
1d01B00	0.6687
1d01C00	0.3488
1d01D00	0.704
1d01E00	0.7015
1d01F00	0.7016
1d03A00	0.3818
1d04A00	0.1208
1d07A00	0.5359
1d09A01	0.5603
1d09A02	0.9039
1d09B01	0.8987
1d09B02	0.6168
1d09C01	0.4744
1d09C02	0.8925
1d09D01	0.8921
1d09D02	0.2988
1d0aA00	0.3164
1d0aB00	0.3606
1d0aC00	0.4058
1d0aD00	0.3667
1d0aE00	0.5205
1d0aF00	0.4276
1d0bA00	0.2869
1d0cA01	0.5503
1d0cA02	1.2363
1d0cA03	0.4892
1d0cB01	0.6568
1d0cB02	1.2813
1d0cB03	0.4759
1d0dB00	0.1049
1d0gR01	0.1203
1d0gR02	0.1819
1d0gR03	0.0895
1d0gS01	0.2316
1d0gS02	0.247
1d0gS03	0.0487
1d0gT01	0.2398
1d0gT02	0.4519
1d0gT03	0.0481
1d0hA01	0.6443
1d0hA02	0.6661
1d0jA00	0.3058
1d0jB00	0.3614
1d0jC00	0.3229
1d0jD00	0.3056
1d0jE00	0.3626
1d0jF00	0.3008
1d0oA01	0.5721
1d0oA02	1.2068
1d0oA03	0.4408
1d0oB01	0.7358
1d0oB02	1.2392
1d0oB03	0.4005
1d0sA01	0.1682
1d0sA02	0.2098
1d0vA01	0.1187
1d0vA02	0.1633
1d0xA01	0.4675
1d0xA02	0.5067
1d0xA03	0.5075
1d0xA04	0.5714
1d0xA05	0.9229
1d0yA01	0.4633
1d0yA02	0.6012
1d0yA03	0.5568
1d0yA04	0.3358
1d0yA05	0.953
1d0zA01	0.4741
1d0zA02	0.4417
1d0zA03	0.1079
1d0zA04	0.4605
1d0zA05	0.9588
1d1aA01	0.4086
1d1aA02	0.8033
1d1aA03	0.2284
1d1aA04	0.3629
1d1aA05	0.9931
1d1bA01	0.4049
1d1bA02	0.4778
1d1bA03	0.4973
1d1bA04	0.2544
1d1bA05	1.9233
1d1cA01	0.4618
1d1cA02	0.7511
1d1cA03	0.1629
1d1cA04	0.5096
1d1cA05	0.9515
1d1oA00	1.9154
1d1vA01	0.8047
1d1vA02	1.19
1d1vA03	0.4521
1d1vB01	0.5586
1d1vB02	1.246
1d1vB03	0.4446
1d1wA01	0.7855
1d1wA02	1.1907
1d1wA03	0.4405
1d1wB01	0.6241
1d1wB02	1.241
1d1wB03	0.4236
1d1xA01	0.7874
1d1xA02	1.1851
1d1xA03	0.3923
1d1xB01	0.5576
1d1xB02	1.2192
1d1xB03	0.406
1d1yA01	0.7748
1d1yA02	1.1931
1d1yA03	0.4456
1d1yB01	0.5542
1d1yB02	1.2337
1d1yB03	0.4571
1d2bA00	1.4112
1d2cA01	3.5049
1d2cA02	0.3269
1d2cB01	3.5113
1d2cB02	0.2803
1d2gA01	3.4425
1d2gA02	0.2761
1d2gB01	3.471
1d2gB02	0.3371
1d2hA01	1.8897
1d2hA02	0.2491
1d2hB01	1.6603
1d2hB02	0.2611
1d2hC01	1.8751
1d2hC02	0.3689
1d2hD01	1.6361
1d2hD02	0.198
1d2jA00	0.7924
1d2nA01	0.6752
1d2nA02	0.4991
1d2rA01	0.6322
1d2rA02	0.417
1d2rB01	0.6842
1d2rB02	0.4235
1d2rC01	0.6609
1d2rC02	0.4368
1d2rD01	0.584
1d2rD02	0.4358
1d2rE01	0.7152
1d2rE02	0.4302
1d2rF01	0.6103
1d2rF02	0.4114
1d2sA00	0.3793
1d2uA00	0.5902
1d2vC00	0.9985
1d2vD00	1.0331
1d3aA01	0.5029
1d3aA02	0.3136
1d3aB01	0.4906
1d3aB02	0.2612
1d3bA00	0.3354
1d3bB00	0.4469
1d3bC00	0.2475
1d3bD00	0.7339
1d3bE00	0.3956
1d3bF00	0.5134
1d3bG00	0.3786
1d3bH00	0.5889
1d3bI00	0.3883
1d3bJ00	0.9487
1d3bK00	0.288
1d3bL00	0.6833
1d3cA01	0.4009
1d3cA02	0.1518
1d3cA03	0.0688
1d3cA04	0.2009
1d3dB01	4.3944
1d3dB02	0.2458
1d3gA00	1.3737
1d3hA00	0.5676
1d3kA01	0.1598
1d3kA02	0.2713
1d3pB01	4.266
1d3pB02	0.2447
1d3qB01	4.3097
1d3qB02	0.2498
1d3sA00	0.6465
1d3tB01	4.3546
1d3tB02	0.2522
1d3vA00	0.2402
1d3vB00	0.1667
1d3wA00	0.1302
1d3zA00	0.3549
1d4aA00	0.3856
1d4aB00	0.3698
1d4aC00	0.4226
1d4aD00	0.2518
1d4nA01	0.1753
1d4nA02	0.3031
1d4pB01	4.299
1d4pB02	0.2908
1d4vA01	0.3594
1d4vA02	0.5838
1d4vA03	1.3898
1d4xG00	0.4267
1d4zA00	0.4011
1d5bA02	0.3048
1d5bB02	0.5937
1d5bH02	0.5551
1d5bL02	0.3683
1d5dB00	0.3478
1d5eB00	0.4807
1d5fA01	0.3756
1d5fA02	0.7189
1d5fA03	0.6369
1d5fB01	0.4539
1d5fB02	0.2564
1d5fB03	0.2256
1d5fC01	0.3998
1d5fC02	0.6358
1d5fC03	0.8178
1d5hB00	0.3574
1d5iH02	0.5067
1d5iL02	0.5613
1d5jA00	0.2604
1d5jB00	0.6697
1d5lC00	0.9629
1d5lD00	1.0017
1d5mA01	0.3168
1d5mA02	0.2628
1d5mB01	0.2085
1d5mB02	0.1187
1d5mC01	0.3478
1d5mC02	0.5684
1d5nA01	0.2938
1d5nA02	0.5245
1d5nB01	0.1393
1d5nB02	0.3296
1d5nC01	0.0609
1d5nC02	0.107
1d5nD01	0.4367
1d5nD02	0.2664
1d5rA01	2.0021
1d5rA02	0.3586
1d5sA01	0.2568
1d5sA02	1.8457
1d5sB00	2.1215
1d5xA01	0.2256
1d5xA02	0.3496
1d5xB01	0.3009
1d5xB02	0.306
1d5xC01	0.8311
1d5xC02	0.3909
1d5zA01	0.418
1d5zA02	0.2868
1d5zB01	0.3406
1d5zB02	0.2866
1d5zC01	0.298
1d5zC02	0.6006
1d6eA01	0.492
1d6eA02	0.3105
1d6eB01	0.3696
1d6eB02	0.5668
1d6eC01	0.8706
1d6eC02	0.1839
1d6fA01	0.4504
1d6fA02	0.5523
1d6gA00	11.1521
1d6hA01	0.1299
1d6hA02	0.4238
1d6iA01	0.4586
1d6iA02	0.3751
1d6iB01	0.1271
1d6iB02	0.3824
1d6kA00	0.7918
1d6nA00	6.6193
1d6nB00	6.9504
1d6oA00	0.2064
1d6oB00	0.2115
1d6pA00	0.1638
1d6qA00	0.1916
1d6rA01	0.119
1d6rA02	0.1583
1d6uA01	0.0133
1d6uA02	0.0942
1d6uA03	0.2733
1d6uA04	0.0869
1d6uB01	0.3597
1d6uB02	0.4455
1d6uB03	0.4217
1d6uB04	0.2198
1d6vH02	1.7082
1d6vL02	0.2692
1d6wA01	4.3132
1d6wA02	0.3805
1d6yA01	0.0427
1d6yA02	0.2049
1d6yA03	0.2146
1d6yA04	0.0893
1d6yB01	0.3911
1d6yB02	0.4605
1d6yB03	0.2748
1d6yB04	0.1821
1d6zA01	0.0479
1d6zA02	0.2844
1d6zA03	0.1886
1d6zA04	0.0847
1d6zB01	0.3517
1d6zB02	0.1201
1d6zB03	0.3345
1d6zB04	0.1095
1d7eA00	0.4088
1d7fA01	0.4503
1d7fA02	0.0303
1d7fA03	0.0129
1d7fA04	0.2386
1d7fB01	0.334
1d7fB02	0.1983
1d7fB03	0.0902
1d7fB04	0.1569
1d7hA00	0.3235
1d7hB00	0.3262
1d7iA00	0.3178
1d7iB00	0.3282
1d7jA00	0.2264
1d7jB00	0.251
1d7lA01	0.3825
1d7lA02	2.2528
1d7pM00	0.2187
1d7qA00	4.4922
1d7rA01	0.6079
1d7rA02	0.1199
1d7sA01	0.4826
1d7sA02	0.1387
1d7uA01	0.5199
1d7uA02	0.2012
1d7vA01	0.5053
1d7vA02	0.3172
1d7wC00	0.968
1d7wD00	0.9848
1d7xA00	0.5065
1d7xB00	0.8426
1d7yA01	0.4119
1d7yA02	0.6304
1d7yA03	0.3842
1d8aA00	0.2124
1d8aB00	0.1955
1d8dA00	0.3682
1d8dB00	0.52
1d8eA00	0.3667
1d8eB00	0.535
1d8fA00	0.5881
1d8fB00	0.5383
1d8jA00	0.7311
1d8kA00	0.5329
1d8mA00	0.5866
1d8mB00	0.815
1d8tA01	6.5088
1d8tA02	0.2052
1d8tA03	0.3433
1d8tB01	6.5124
1d8tB02	0.479
1d8tB03	0.3625
1d8yA01	0.2502
1d8yA02	6.0918
1d8yA03	0.6209
1d8yA04	0.3905
1d9dA01	0.4533
1d9dA02	6.1658
1d9dA03	0.5726
1d9dA04	0.3095
1d9eA00	0.37
1d9eB00	0.4634
1d9eC00	0.6754
1d9eD00	0.5439
1d9fA01	0.6228
1d9fA02	6.2107
1d9fA03	0.5155
1d9fA04	0.1983
1d9iA01	4.3179
1d9iA02	0.4275
1d9vA01	0.2728
1d9vA02	0.7032
1dadA00	0.353
1daeA00	0.2868
1dafA00	0.284
1dagA00	0.3542
1dahA00	0.2991
1daiA00	0.2309
1dajA00	2.9636
1dakA00	0.3587
1damA00	0.4159
1danH01	0.8012
1danH02	0.3534
1danT00	0.3582
1danU00	0.613
1daoA01	0.5252
1daoA02	0.4216
1daoB01	0.2171
1daoB02	0.415
1daoC01	0.2285
1daoC02	0.4296
1daoD01	0.831
1daoD02	0.1515
1daoE01	0.3828
1daoE02	0.4041
1daoF01	0.1347
1daoF02	0.4213
1daoG01	0.1912
1daoG02	0.4095
1daoH01	0.4616
1daoH02	0.4277
1darA01	0.8224
1darA02	0.65
1darA03	8.7661
1darA04	0.5599
1darA05	0.3633
1datA00	0.4061
1dawA01	0.5632
1dawA02	0.4975
1dayA01	0.4179
1dayA02	0.1544
1db1A00	2.3291
1db2A01	2.3581
1db2A02	0.3261
1db2B01	1.9916
1db2B02	0.3111
1db4A00	0.3744
1db5A00	0.3816
1dbaH02	0.5067
1dbbH02	1.2417
1dbfA00	0.7103
1dbfB00	0.9986
1dbfC00	0.7063
1dbhA01	0.5853
1dbhA02	0.7513
1dbjH02	0.9908
1dbkH02	0.4443
1dbmH02	0.7019
1dbqA01	1.0807
1dbqA02	0.275
1dbqB01	0.8288
1dbqB02	0.4195
1dbsA00	0.2617
1dbvO01	0.1713
1dbvO02	0.4524
1dbvP01	0.3228
1dbvP02	0.473
1dbvQ01	0.2346
1dbvQ02	0.1195
1dbvR01	0.1243
1dbvR02	0.4524
1dc3A01	0.4835
1dc3A02	0.4945
1dc3B01	0.5025
1dc3B02	0.1105
1dc4A01	0.5196
1dc4A02	0.9226
1dc4B01	0.123
1dc4B02	1.0425
1dc5A01	0.4391
1dc5A02	0.4193
1dc5B01	0.5233
1dc5B02	0.2867
1dc6A01	0.3274
1dc6A02	0.2377
1dc6B01	0.1191
1dc6B02	0.1995
1dc9A00	0.1743
1dcaA00	0.2028
1dcbA00	0.275
1dccA01	0.4185
1dccA02	0.2619
1dceA01	3.9325
1dceA02	0.3763
1dceA03	0.3443
1dceB00	0.3665
1dceC01	3.8873
1dceC02	0.3294
1dceC03	0.3508
1dceD00	0.3215
1dcsA00	1.6146
1dcyA00	0.3619
1dd1A00	1.5817
1dd1B00	0.5426
1dd1C00	2.0825
1dd6A00	0.2272
1dd6B00	0.4329
1dd7A01	1.2531
1dd7A02	1.2769
1dd7A03	2.2414
1dd8A01	0.155
1dd8A02	0.3139
1dd8B01	0.1672
1dd8B02	0.3301
1dd8C01	0.178
1dd8C02	0.3566
1dd8D01	0.1496
1dd8D02	0.3069
1ddhA01	0.4016
1ddhA02	0.3815
1ddhB00	0.4243
1ddjA01	3.1342
1ddjA02	0.1306
1ddjB01	3.7113
1ddjB02	0.3162
1ddjC01	3.3191
1ddjC02	0.3736
1ddjD01	3.7006
1ddjD02	0.4388
1ddnA01	0.2832
1ddnA02	0.2029
1ddnB01	0.4142
1ddnB02	0.2758
1ddnC01	0.2753
1ddnC02	0.1237
1ddnD01	0.4107
1ddnD02	0.2142
1ddoA01	0.4004
1ddoA02	0.5409
1ddoB01	0.503
1ddoB02	0.4197
1ddoC01	0.4445
1ddoC02	0.4758
1ddoD01	0.258
1ddoD02	0.1907
1ddoE01	0.2637
1ddoE02	0.4818
1ddoF01	0.5232
1ddoF02	0.1821
1ddoG01	0.3344
1ddoG02	0.4093
1ddoH01	0.5421
1ddoH02	0.1768
1ddrA00	0.398
1ddrB00	0.3475
1ddsA00	0.3923
1ddsB00	0.3415
1dduA00	0.2234
1dduB00	0.2191
1ddxA01	0.3349
1ddxA02	0.38
1ddxB01	0.4482
1ddxB02	0.3911
1ddxC01	0.3081
1ddxC02	0.3857
1ddxD01	0.4402
1ddxD02	0.3818
1de0A00	0.6703
1de0B00	0.6699
1de4B00	0.1568
1de4C01	0.6011
1de4C02	0.8965
1de4C03	0.4461
1de4E00	0.1576
1de4F01	0.6
1de4F02	0.7348
1de4F03	0.4671
1de4H00	0.1572
1de4I01	0.573
1de4I02	0.7358
1de4I03	0.4233
1de7H01	4.5197
1de7H02	0.6874
1de7K01	4.3428
1de7K02	0.4244
1de8A00	0.554
1de8B00	0.3895
1de9A00	0.5461
1de9B00	0.5509
1deaA00	0.3683
1deaB00	0.2889
1dedA01	0.2009
1dedA02	0.107
1dedA03	0.1306
1dedA04	0.3426
1dedB01	0.1639
1dedB02	0.2987
1dedB03	0.3245
1dedB04	0.445
1deeG00	0.2855
1deeH00	0.2795
1defA00	6.3405
1dejA01	2.5827
1dejA02	0.1441
1dejA03	0.4786
1dejS00	0.4211
1detA00	0.4602
1devA00	0.6615
1devC00	0.5354
1dewA00	0.4664
1dewB00	0.4669
1df1A01	0.4108
1df1A02	1.153
1df1A03	0.1922
1df1B01	0.3677
1df1B02	1.1341
1df1B03	0.1343
1df3A00	0.8235
1df7A00	0.4605
1df8A00	0.2522
1df8B00	0.3355
1dfaA01	8.643
1dfaA02	2.1588
1dfaA03	1.2813
1dfbH02	0.3884
1dfbL02	0.6912
1dfcA01	0.3131
1dfcA02	0.6526
1dfcA03	0.4155
1dfcA04	0.3204
1dfcB01	0.2642
1dfcB02	0.6882
1dfcB03	0.436
1dfcB04	0.4058
1dffA00	0.4955
1dfgA00	1.1626
1dfgB00	1.2347
1dfhA00	1.3773
1dfhB00	1.3434
1dfiA00	0.6506
1dfiB00	0.5451
1dfiC00	0.6354
1dfiD00	0.5062
1dfjE00	0.2008
1dfpA01	0.2106
1dfpA02	0.1827
1dfpB01	0.2011
1dfpB02	0.4283
1dfqA01	1.1708
1dfqA02	0.6367
1dfuP00	0.1359
1dfvA00	0.1755
1dfvB00	0.3826
1dg1G01	6.6294
1dg1G02	0.2403
1dg1G03	0.4708
1dg1H01	6.5265
1dg1H02	0.2402
1dg1H03	0.334
1dg4A00	4.5436
1dg5A00	0.4263
1dg7A00	0.3584
1dg8A00	0.4572
1dgcA00	0.2156
1dgdA01	0.2911
1dgdA02	0.4129
1dgeA01	0.2805
1dgeA02	0.4244
1dgkN01	0.6028
1dgkN02	0.1934
1dgkN03	0.7342
1dgkN04	0.9283
1dgmA01	0.2592
1dgmA02	0.0268
1dgqA00	0.618
1dgrA00	0.5211
1dgrB00	0.459
1dgrC00	0.4772
1dgrM01	0.1137
1dgrN00	0.1262
1dgrV00	0.1149
1dgrW01	0.1188
1dgrX00	0.1424
1dgrY01	0.1155
1dgwA00	0.2211
1dgwX00	0.163
1dgwY01	0.4374
1dhfA00	0.4841
1dhfB00	0.4315
1dhiA00	0.4563
1dhiB00	0.3161
1dhjA00	0.4113
1dhjB00	0.3267
1dhkA01	2.3747
1dhkA02	0.163
1dhnA00	0.4296
1dhpA00	0.1483
1dhpB00	0.2391
1dhsA00	0.8706
1dhtA00	0.989
1dhyA01	0.3888
1dhyA02	0.1551
1di3A00	0.2013
1di4A00	0.2805
1di5A00	0.6009
1di8A01	0.3365
1di8A02	0.561
1di9A01	0.2248
1di9A02	4.3382
1dicA01	0.2696
1dicA02	1.1783
1didA00	0.4141
1didB00	0.4314
1dieA00	0.2524
1dieB00	0.3924
1dioA00	0.2862
1dioB00	6.7735
1dioE00	6.7726
1dioG02	0.1095
1dioL00	0.2815
1dioM02	0.1157
1disA00	0.4743
1ditH01	4.2664
1ditH02	0.2643
1diuA00	0.404
1divA01	2.2905
1divA02	0.2031
1diwA01	0.541
1diwA02	0.4015
1diyA01	0.0994
1diyA02	0.6283
1dizA01	0.4225
1dizA02	0.3472
1dizA03	0.1348
1dizB01	0.3857
1dizB02	0.3734
1dizB03	0.2319
1dj1A01	0.4754
1dj1A02	0.4577
1dj5A01	0.1653
1dj5A02	0.4495
1djaA00	0.2149
1djbA00	0.2407
1djcA00	0.4569
1djgA01	0.4774
1djgA02	1.1115
1djgA03	0.2814
1djgB01	0.6181
1djgB02	0.3763
1djgB03	5.5545
1djgB04	0.3924
1djhA01	0.4618
1djhA02	1.0276
1djhA03	0.3458
1djhB01	0.4874
1djhB02	0.322
1djhB03	5.7588
1djhB04	0.5422
1djiA01	0.4851
1djiA02	1.8473
1djiA03	0.2452
1djiB01	0.5425
1djiB02	0.3051
1djiB03	5.5764
1djiB04	0.4744
1djmA00	0.6654
1djrD00	0.7567
1djrE00	0.7432
1djrF00	0.5278
1djrG00	0.5873
1djrH00	0.349
1djsA01	0.3205
1djsA02	0.6333
1djsB00	0.4204
1djtA00	0.2762
1djtB00	0.525
1djwA01	0.4583
1djwA02	0.3981
1djwA03	0.2755
1djwB01	0.3573
1djwB02	0.4067
1djwB03	5.6265
1djwB04	0.3688
1djxA01	0.5566
1djxA02	2.0154
1djxA03	0.3073
1djxB01	0.5124
1djxB02	0.3371
1djxB03	5.3774
1djxB04	0.552
1djyA01	0.5057
1djyA02	1.0242
1djyA03	0.5393
1djyB01	0.4134
1djyB02	0.3592
1djyB03	5.3981
1djyB04	0.3354
1djzA01	0.4954
1djzA02	0.9983
1djzA03	0.3658
1djzB01	0.3643
1djzB02	0.3966
1djzB03	5.673
1djzB04	0.4104
1dk0A00	0.1705
1dk0B00	0.1381
1dk2A00	1.7795
1dk3A00	1.7585
1dk7A00	0.5451
1dk7B00	0.4514
1dk8A01	0.3023
1dk8A02	0.2181
1dkaA01	0.3393
1dkaA02	0.3763
1dkdA00	0.6077
1dkdB00	0.5343
1dkdC00	0.5968
1dkdD00	0.2215
1dkeA00	0.2622
1dkeB00	0.3399
1dkeC00	0.4815
1dkeD00	0.5236
1dkfB00	0.8359
1dkgD01	0.4966
1dkgD02	0.2591
1dkgD03	0.3526
1dkgD04	0.2015
1dkhA00	0.5443
1dksA00	0.4629
1dksB00	0.3256
1dktA00	0.2786
1dktB00	0.3187
1dkwA00	4.3639
1dkwB00	4.1591
1dkxA01	3.7454
1dkxA02	0.3677
1dkyA01	3.7702
1dkyA02	0.3425
1dkyB01	3.7166
1dkyB02	0.1867
1dkzA01	3.7418
1dkzA02	0.2544
1dl6A00	3.1613
1dl7L00	0.2444
1dleA01	0.5916
1dleA02	0.3198
1dleB01	0.5442
1dleB02	0.4773
1dlfL00	0.3125
1dlgA01	0.237
1dlgA02	5.201
1dlgB01	0.5873
1dlgB02	5.4552
1dlhA01	0.2296
1dlhA02	0.1833
1dlhB01	0.3785
1dlhB02	0.5362
1dlhD01	0.3393
1dlhD02	0.2712
1dlhE01	0.3467
1dlhE02	0.5649
1dlkB01	0.4915
1dlkB02	0.2322
1dlkD01	0.5189
1dlkD02	0.1433
1dllA01	0.8698
1dllA02	0.4066
1dlrA00	0.5028
1dlsA00	0.2252
1dluA01	5.1366
1dluA02	0.2022
1dluB01	5.1647
1dluB02	0.2328
1dluC01	5.1258
1dluC02	0.2332
1dluD01	5.0973
1dluD02	0.2085
1dlvA01	5.1626
1dlvA02	0.2691
1dlvB01	5.1698
1dlvB02	0.2172
1dlvC01	5.1534
1dlvC02	0.2208
1dlvD01	5.1001
1dlvD02	0.1865
1dm2A01	0.3877
1dm2A02	0.4172
1dm3A01	5.2238
1dm3A02	0.1941
1dm3B01	5.2274
1dm3B02	0.2088
1dm3C01	5.2331
1dm3C02	0.2217
1dm3D01	5.1793
1dm3D02	0.162
1dm4B01	4.2961
1dm4B02	0.2838
1dm6A01	0.7779
1dm6A02	1.1902
1dm6A03	0.421
1dm6B01	0.6167
1dm6B02	1.2499
1dm6B03	0.4808
1dm7A01	0.5966
1dm7A02	1.2419
1dm7A03	0.4831
1dm7B01	0.8666
1dm7B02	1.2364
1dm7B03	0.4491
1dm8A01	0.8272
1dm8A02	1.1857
1dm8A03	0.466
1dm8B01	0.833
1dm8B02	1.2464
1dm8B03	0.4283
1dmaA00	0.7176
1dmaB00	3.0706
1dmbA01	0.3694
1dmbA02	0.351
1dmiA01	0.6773
1dmiA02	1.1878
1dmiA03	0.4365
1dmiB01	0.9661
1dmiB02	1.2382
1dmiB03	0.3874
1dmjA01	0.8023
1dmjA02	1.2062
1dmjA03	0.4214
1dmjB01	1.0821
1dmjB02	1.2177
1dmjB03	0.417
1dmkA01	0.6933
1dmkA02	1.2095
1dmkA03	0.4424
1dmkB01	0.6971
1dmkB02	1.2492
1dmkB03	0.4281
1dmmA00	0.3201
1dmnA00	0.6066
1dmoA00	7.4427
1dmqA00	0.3321
1dmrA01	7.3059
1dmrA02	0.3383
1dmrA03	0.2764
1dmrA04	0.2205
1dmsA01	6.0864
1dmsA02	0.3328
1dmsA03	0.2998
1dmsA04	0.2625
1dmtA01	2.3061
1dmtA02	0.2084
1dmwA00	0.323
1dmzA00	4.0281
1dn2A01	0.373
1dn2A02	0.3474
1dn2B01	0.4132
1dn2B02	0.2899
1dnaA00	0.2668
1dnaB00	0.2881
1dncA01	0.2363
1dncA02	0.2539
1dncA03	0.0045
1dnkA00	0.2561
1dnuC00	0.9891
1dnuD00	0.9844
1dnwC00	0.9663
1dnwD00	0.99
1do0A01	0.6228
1do0A02	5.6801
1do0A03	0.4537
1do0B01	0.6832
1do0B02	5.6447
1do0B03	0.4746
1do0C01	1.5443
1do0C02	5.6399
1do0C03	0.1427
1do0D01	0.6741
1do0D02	5.6413
1do0D03	0.4384
1do0E01	0.6824
1do0E02	5.6025
1do0E03	0.4442
1do0F01	1.6325
1do0F02	5.5936
1do0F03	0.1317
1do1A00	0.1313
1do2A01	1.1106
1do2A02	4.2941
1do2A03	0.4377
1do2B01	4.4399
1do2B02	6.0945
1do2B03	0.2735
1do2C01	1.0818
1do2C02	4.3429
1do2C03	0.3491
1do2D01	4.5007
1do2D02	6.0934
1do2D03	0.2306
1do3A00	0.3619
1do4A00	0.416
1do7A00	0.147
1do8A01	0.3928
1do8A02	0.7741
1do8B01	0.4093
1do8B02	0.7359
1do8C01	0.3988
1do8C02	0.7263
1do8D01	0.3741
1do8D02	0.7817
1dobA01	0.3694
1dobA02	2.2813
1docA01	0.4071
1docA02	2.2998
1dodA01	0.4184
1dodA02	2.2582
1doeA01	0.4214
1doeA02	2.305
1dojA01	4.6103
1dojA02	0.3073
1dokA00	0.4675
1dokB00	0.3962
1dolA00	0.569
1domA00	0.5295
1domB00	0.5295
1donA00	0.6138
1donB00	0.6137
1dorA01	0.1938
1dorA02	0.0258
1dorB01	0.3795
1dorB02	0
1dosA00	11.5991
1dosB00	8.8022
1dovA00	0.3885
1dowA00	0.2707
1dozA01	0.4788
1dozA02	0.1457
1dp0A01	0.2714
1dp0A02	0.2943
1dp0A03	0.1851
1dp0A04	0.4494
1dp0A05	0.1417
1dp0B01	0.3116
1dp0B02	0.2111
1dp0B03	0.1695
1dp0B04	0.2494
1dp0B05	0.2331
1dp0C01	0.2781
1dp0C02	0.2769
1dp0C03	0.1469
1dp0C04	0.4303
1dp0C05	0.3741
1dp0D01	0.0861
1dp0D02	0.0285
1dp0D03	0.1425
1dp0D04	0.3635
1dp0D05	0.3082
1dp5A01	0.7375
1dp5A02	0.3299
1dp6A00	0.466
1dp8A00	0.2117
1dp9A00	0.2059
1dpbA00	0.3537
1dpcA00	0.3672
1dpdA00	0.3356
1dpfA00	2.6842
1dpjA01	0.2759
1dpjA02	0.2868
1dpmA00	0.3634
1dpmB00	0.3141
1dpoA01	0.371
1dpoA02	0.164
1dprA01	0.6994
1dprA02	0.378
1dprB01	0.5447
1dprB02	0.2313
1dpsA00	0.2929
1dpsB00	0.1963
1dpsC00	0.205
1dpsD00	0.2153
1dpsE00	0.1819
1dpsF00	0.191
1dpsG00	0.2226
1dpsH00	0.2117
1dpsI00	0.2298
1dpsJ00	0.2091
1dpsK00	0.2263
1dpsL00	0.2063
1dpuA00	0.4364
1dpwA00	0.6136
1dpxA00	0.5771
1dpzA00	0.4422
1dpzB00	0.535
1dq0A00	0.3654
1dq1A00	0.5527
1dq2A00	0.5138
1dq2B00	0.7355
1dq4A00	0.5009
1dq4B00	4.6516
1dq5A00	0.56
1dq6A00	13.9973
1dq8A01	0.3339
1dq8A02	0.27
1dq8A03	0.1225
1dq8B01	0.2477
1dq8B02	0.4475
1dq8B03	0.3259
1dq8C01	0.4007
1dq8C02	0.284
1dq8C03	0.1796
1dq8D01	0.6951
1dq8D02	0.333
1dq8D03	0.2902
1dq9A01	0.4724
1dq9A02	0.2039
1dq9A03	0.1654
1dq9B01	0.4593
1dq9B02	0.2071
1dq9B03	0.1833
1dq9C01	0.4137
1dq9C02	0.218
1dq9C03	0.1749
1dq9D01	0.5291
1dq9D02	0.22
1dq9D03	0.1759
1dqaA01	0.3803
1dqaA02	0.4983
1dqaA03	0.1345
1dqaB01	0.4153
1dqaB02	0.5795
1dqaB03	0.1928
1dqaC01	0.4161
1dqaC02	0.2065
1dqaC03	0.1257
1dqaD01	0.2574
1dqaD02	0.2502
1dqaD03	0.3877
1dqbA01	3.7522
1dqbA02	3.5826
1dqjA02	0.7486
1dqjB01	24.8719
1dqjC00	0.17
1dqmH02	1.0081
1dqmL02	0.2103
1dqqA02	0.3279
1dqqB02	1.1522
1dqqC02	0.1985
1dqqD02	1.0875
1dqsA01	0.5578
1dqsA02	0.419
1dqsB01	0.3374
1dqsB02	1.9255
1dqyA00	2.9551
